tweet_id,content,sentiment,Detected Emotion
1750930758,"@kamiNcali Oh, no need to stop. I could use the ego boost.",enthusiasm,worry
1695106986,T-bone's gone to sleep... Think we're gonna join him,neutral,worry
1753176870,"@emmilyxoxo wow,that must be sooo cool",happiness,happiness
1694551471,"is listening to Sunlounger's music, waiting for the sun to set.",happiness,neutral
1694110551,in the airport!!!  only 8 hours til hoommee!,happiness,sadness
1962816502,Laundry time and LOTS of it!,sadness,neutral
1694182376,@RobPattinson_ arhhhhhh robert pattinson iloveyou,love,love
1694665792,@williambeekhuis hahahaha where is that train? I want on! That should be a wild ride,happiness,neutral
1752591653,@David_Henrie hahaha. you make me laugh.,happiness,neutral
1695250039,Headed to drop my lil cuz off at the bus stop! Then its back to the bed to read my book!  relaXin on my day off.,relief,neutral
1965875938,"My nose is chapped, yuck",empty,worry
1753599052,"@ohmyjooo why did Ate Maita give you a message?  *curious* xD )) BTW,nice polaroid shot! ;;) from polaroid.net...? xD",surprise,neutral
1694685950,@irontec Thanks for the support,happiness,neutral
1694309666,"@Zingtoh Who knows, maybe someday you'll come home and find... *gasp* DINNER in your FRIDGE!",worry,neutral
1695729399,Taping at Cox then picking up starbucks for the office bc I am so nice,happiness,neutral
1965514281,"By @nikhilbhaskaran Drove a #-mazda #RX8 today and boy, that car is fun! Sadly though, I don't find my car that much fun any more",worry,worry
1753400602,@johncmayer ur really the sweetest person ever! thanks for making everyone's dreams come true..(p.s) my dream is for u 2twitter me back  x,love,love
1960902624,TGIF! What a morning! It's been non-stop &amp; I need coffee. Stayed up late last night trying to get todays work done. Didn't work,worry,worry
1753215612,Exhausted but happy  supercool gig at Love amazing crowd amazing club so happy to be there! Now off to sleep for a few hours,worry,happiness
1694644766,@briethehippo gmail,neutral,hate
1962458792,ii wanna go home for thee weekend  but ii have no gas. sukks (_!_)!!,sadness,worry
1966194922,I sadly have no voice after the Food Faire and The Academic Pep Rally!! I need my voice.,worry,worry
1965553903,I need someone to watch my yorkie.,worry,worry
1752383355,Watching ugly betty,neutral,neutral
1964095779,@itsjakey I love it when you call me chica,happiness,love
1694275612,has the greatest friends in the entire world,love,love
1962517006,aww my friend just called and said that she got a better job so she won't be working with me anymore,sadness,worry
1752089050,"Listenin to some old school new found glory. Hedro, gimi a high school band i can down load. Besides home grown....",neutral,neutral
1957182827,disappointed to know that I got the Silver Award. I want the GOLD award. I hate being second best.,sadness,worry
1964954210,At an art party. No crazy artists as such. Bit padestrian. No skanking,neutral,neutral
1957077552,@chocolovere i feel the same way every day,sadness,worry
1966314860,@RQKidd Hey I texted you but you never responded. We stopped at a friend's &amp; ended up staying.,worry,neutral
1694014912,upgraded,neutral,neutral
1752320825,@LittleGigiGirl Happy Birthday!!!!!,love,happiness
1694238331,watching Please Twins.  gonna make some Iced Tea :-bd,relief,neutral
1752871497,@Elizabeth_N - me too!! I don't want to ooze while speaking either!  (why do I have lame jokes about wiping social media off my shoe? lol),empty,worry
1751537875,@danielledeleasa yeeah!! me too! it's amazing!!! I'm freaking out lol,worry,worry
1753757390,Almost ready to leave the house to head to WTHR!,happiness,neutral
1753331237,"alkaline trio was sweet, saves the day sucked.  but i had a great time anyways.  it was awesome seeing everybody and hangin out",happiness,happiness
1694685575,@DanaBingham I know exactly what you mean. My treats are more 'awhile' than 'once in',enthusiasm,worry
1694930099,And this is what happens when Swine Flu gets to all of us.  http://tinyurl.com/55hq2o,worry,worry
1962805296,Got up early did a shit ton now im headed to cherokee park to run  and walk !,sadness,neutral
1964287684,@PerezHilton  that's sad. Trauma... Future serial killer...,worry,worry
1960197522,@apostropheme i'm a real BOY goddamit!!!!!!!!!!!!!! guh. apostro. i feel sad. the library lady thinks i'm stupid. SHE'S STUPID.  j,sadness,worry
1751432438,@AnnCurry those photos are lovely! Who knew you were as talented a photographer as you are a journalist!,happiness,happiness
1696219103,listening to my future roomie speak in chapel,worry,neutral
1966209187,Just got my dress for my friends wedding. Its a little tight in places. Gotta work out more,worry,worry
1753118181,Now I'm off to bed - HAPPY MOTHER'S DAY ALL - HAVE A GREAT ONE,happiness,love
1963146887,"Assfuck, &quot;I'm sorry&quot; roll. Okay I gave in.  I'm such a sucker.  http://twitpic.com/677xt",sadness,neutral
1696133776,Running errands with my little man. Maybe he won't act like a 3 year old today.,neutral,worry
1753199187,@stephenhartley Gotta love skype! Make sure you get their new update!,relief,love
1695164182,Happy #StarWarsDay. May the 4th be with you!  From everyone @dxs_paintball,happiness,happiness
1753696942,Has finally found her new flat.,sadness,happiness
1957702153,@AlexaRPD Nice action shot: http://bit.ly/m8zfx  I miss working a pole.   __ dont you see clients everyday?  lol,happiness,neutral
1751289234,chillen just started on twitter.,worry,neutral
1963142945,he keeps makingfun of my typos!,worry,worry
1752917969,"cant contain myself, tooooooo excited",happiness,happiness
1961294676,@violetph  Gods sake it isn't even your birthday yet  i need a cool job like that.,worry,worry
1693956462,victory for the bulldogs was celebrated by 3 white chocolate cheesecakes  nom nom nom WHATTA FATTYYY,happiness,happiness
1958048408,@mayhemstyle Well I live in Ohio  but here's our California parks: http://tinyurl.com/nmr7pc,neutral,neutral
1961692571,@MegMegMeg123 I ran out of space....hugging Jacob and Edward is just by himself,neutral,neutral
1752350918,@Nora_78 I'm sowwy u have to work w/an idiot. I will call u if u want. Just to break up ur day.,worry,neutral
1694728035,@youcanknowgod thanks man. I really appreciate the kind words,relief,love
1752505136,@Jaimie_tv LOL no girl I'm only 17! Too young for college! But yay congrats to us  where does downtown graduate at?,happiness,neutral
1966317757,Sorry that your tummy hurts deathbyhistory  i got a tattoo like half an hour ago!,worry,worry
1751323943,"@brigwyn Yup, everything's there.",relief,love
1964368248,@NikkiCrivello i've got really bad arthritus in my left hand. I cant use my thumb at all,worry,worry
1960998616,@cherishable73 i guess it's easier said than done for some people.....myself being one of them unfortunately,neutral,worry
1961184231,@CapAtomyc That link isn't working for me for some reason,hate,neutral
1962690458,Ashley= getting sick... Ugh I'm losing my voice! Nooo,worry,worry
1961651188,@murphyusa why aren't you following me you bastard?! you're my own brother...,worry,neutral
1964666307,@YoungPharoh and added it to his collection. i was too much of a punk bitch to ask for it back.,surprise,worry
1957318639,@quikness Waaaahhh! So sad     Let me know when ur next down this way!,worry,worry
1695882515,@ChuckJr thanks,love,happiness
1694727799,yay my research paper is finally 4 and a half pages&lt;3 not going on bus was not bad after all,relief,worry
1753584977,not at work today .i have my car back she is perfect  going random shopping later .,relief,worry
1694906630,Luking for new background pic......,love,neutral
1750930557,"@JRKNaughtyNurse Yep, @thespunkyone that B-Day kiss is gonna happen, right @JonathanRKnight",enthusiasm,neutral
1752088953,@RetroRewind Yay for Block Party!  You're the BOMB! Blockheads &lt;3 Dave!   Thanks for supporting NKOTB!,surprise,neutral
1694551190,@timscott2 Cool. Whenever I see someone is making so much. I tell them I WILLING to help them spend  So what's your deal?,enthusiasm,neutral
1694203458,@cbenton  i would love to come visit you in Korea.. next flight that is under 100 i am there!,love,neutral
1752382348,Happy Mom`s day to your moms !,love,love
1753678741,I'm so pleased with myself. I actually managed to run the whole 4km mothers day classic without stopping,happiness,worry
1961138624,It's Friday!!!!....and the sun is out....but I'm working inside.,enthusiasm,neutral
1753399504,Having fries plus greentea. Mmm  - http://tweet.sg,neutral,happiness
1964680551,Nooooo! Its going to rain on my birthday,worry,happiness
1961688603,i reaaally need you,sadness,neutral
1960537750,Its hard to get a good Google listing for wills in Wiltshire because one of the local MPs is called Wills,neutral,neutral
1962618222,is alone  ! watch a lot of DVD on my laptop !!!,worry,neutral
1962063967,A year from now is graduation....i am pretty sure i'm not ready for it!?!?!?,worry,neutral
1696216134,@CraftedClay  most name brands have dairy even if it's called 'semi-sweet' or 'dark'.  I'll try to get some in the HelloVeggies Store!,fun,worry
1695191806,"There is a faux gothy chick looking at me, sorry I am not going to camden and I like pop-punk and jimmy eat world",surprise,worry
1695846895,@nuttychris I need to separate you and your sister @ComedyQueen  Today the role of evil aunt is being played by me!,worry,neutral
1962388216,shoutout to @denzelburks we're both starvin like homeless cambodian kids  lmao,worry,love
1965590064,@buddahwong i wish you were in my class last year,worry,sadness
1694144685,@NimbleRareFox wow that's quite a long time for studying  Good luck with the job hunting though.Yes also a Mac user (iMac) this side hehe,fun,neutral
1960310068,"@runaholickassy i spent the whole day shopping with Aiza.  i don't really like shopping.  still, i had fun but my feet didn't.",worry,worry
1961912277,Chemistry is not fun..,worry,worry
1965936554,"Panda express, it's been so long. I've missed you",sadness,sadness
1751503866,i forgot how much i love all these songs on my itunes. i love shuffle  and i love watching the pranks from AP Tour!,fun,love
1960270832,If I were a transformer... I'd step on people just to hear them *squoosh*. But I'm not so I guess I'll just have a cup of coffee instead.,neutral,neutral
1957292899,@_shannon1234 Shannie im so sorry! didnt mean to upset you! i just thought you would find it cute  im sorry dont be sad!,worry,worry
1957654191,@amandapalmer was there going to be a recording of with the needle that stings in her heart on youtube or something? i missed the stream,worry,worry
1695312925,"damn. me and sophie tweeted a lot yesterday. well, it seems like a lot to me anyway.",surprise,neutral
1695846516,Bollywood fims &amp; egyptian tea,neutral,neutral
1961492979,Not looking forward to this long trip in the morning. I'm sick,worry,worry
1961826181,@BlacksilkBlog Hugs to you for not being able to shag Crush anymore  x,happiness,neutral
1965853412,Hmmm... he's so lovely. I wish he was here now. I'm tired but can't sleep,sadness,sadness
1962605802,Glad it's Friday... but bummed that I am officially working Saturdays.,relief,sadness
1964620588,Heyy.thnxx.or.inviting.me.to.ur.party.rob.ill.be.down.there.on.june.24th.ill.miss.u.when.u.go.to.italy....   &lt;333333333 txt.me.hon!!!,love,neutral
1963505620,Its raning!!! -_- really bad,sadness,worry
1753680490,"@megatronnn Drinking alone after working til 10 PM can be relaxing, or made better by adding one fun person to laugh with.",fun,neutral
1695055144,@inkspotworkshop he'll be 3 in july! I'm just soo stoked!!!!  Especially since he sleeps with us LOL  He refuses to wear diapers anymore,worry,worry
1962002314,"@thegoodhuman Sorry to hear, wish there were words to make it better you",worry,worry
1965078559,my arms hurt!,sadness,happiness
1695620803,@jcdietrich Same  also trying to get my house ready to sell... I can't believe how much crap I own !,worry,worry
1752897049,@ztnewetnorb haha me either but like ive always loved hilary  shes the girl id turn gay for  haha,love,worry
1751680652,Just reached my Cellgroup leader's house and he is surprised that I'm dry. Haha.  - http://tweet.sg,fun,neutral
1695135314,getttin ready.,neutral,neutral
1963305056,Dropped off Baby A for her 1st day in the Toddler Room this AM.  She's officially a toddler.  Growing up way too fast,love,neutral
1751751201,@Debessence Lol yes she was.  I totally agree with your blog as well!,neutral,neutral
1753680798,@hypnophil  oh hiya phil am well ta hope u are too,neutral,neutral
1695657091,internship day #1 - to thee hospital i go.,neutral,worry
1696176460,"@BackStory Maybe u should get a coffee machine at your new desk, seems appropriate",neutral,neutral
1965448353,and now i smell pancakes...or maybe toast... or something delicious. but no one is at my place cooking,sadness,worry
1960665387,@lestockdrop i wish i was there too,sadness,sadness
1957557944,I chilled in my room with my baby book missed my bro leavin  he really is cool had a stripper shirt on said I suppoort single moms! Funny,happiness,happiness
1751986630,Cavs do it again!!  Oh yea!,surprise,worry
1962104854,Its already been a crazy morning and its ONLY 1030,worry,worry
1961463504,Rumbo a bachilleres,neutral,neutral
1751786006,bye! off to the movies with jake,love,neutral
1695619800,Happy Monday everyone! Loving the new arrangement in my family room,love,love
1956992030,"I wish she knew what she puts me through..She stole my heart, never gave it back..and occasionally she likes to be like look what I have!",sadness,worry
1751644345,@MariahCarey can your 500 hrs of beautey school fix that?  haha,happiness,neutral
1964784524,:'( big brother in 4 days! This means constant live tripe on e4 and no scrubs to fall asleep to! Not happy,worry,neutral
1753254509,"Is finally home, fed and ready to go to bed and its only 2:45am.  That's gotta be a record",relief,neutral
1694421784,@andyclemmensen heyyy you ALWAYS look nice  wanna come to my friend's party? its june 8th long weekend in sydney,love,happiness
1964863174,"@DesmoidSurvivor @fryphile he should be an honourary fluffette, such lovely hair (what's left  )",fun,neutral
1753775186,"Enjoying a great buffet brunch at Friends &amp; Bachus on St. Marks Road. The food, service &amp; ambience get a 4.0/5.0 Definitely coming back",happiness,happiness
1695082863,@FakerParis A little tired but gland its bank holiday here so i can have a lie in,happiness,worry
1963788990,@ann_aguirre  not going anywhere &amp; when my book finally gets hre It will be cool 2 know wht Butch looks lk..LOL It was going in mail tdy,neutral,worry
1752352162,"@XKirstyxo haha  I love Dnt Regret It Now with Tyga &lt;3 But just randomly, DeLeon sings on Tifanny Blews! Haha like one line.. XD",happiness,worry
1695511170,"@raynja yup, our coke blades :B annnd now i only need the blades to make them X). but soon enough, soon enough...",worry,neutral
1753329250,happy mothers day to all the baby mommasss! rofl,love,love
1962649513,"damn, I paid like $16 my first Slightly Stoopid show and now they charge $47 a pop   makes me sad...",sadness,neutral
1694568425,@rrolyat THANKYOU!  &lt;3 iloveyoutwoooo,love,neutral
1963820208,dangit. LSU w/ a 7-spot in B7 now leads Southern 8-2.  Was intentionally not mentioning anything and it got jinxed anyhow.,sadness,worry
