"@creyes middle school and elem. High schools will remain open for those who need credits to graduate. Cali is broken","4"
"Bed!!!!!... its time,..... hope i go to school tomorrow, all though i don't feel very well right now","4"
"@onscrn Ahh.  ... Well, I was hoping that I could learn some stuff on the way. ... Why not you and I work on separate things but also","9"
"I'm having a problem with my photo here in twitter amf!!!...can't see my face!","11"
"@jakeboyd, oh noooo!  if i blow a tire you're reaaaally going to have to send up some batman smoke.","9"
"wnna take a bath!!!!","7"
"Chocolate milk is so much better through a straw. I lack said straw","3"
"why am i so tired?","10"
"@djmicdamn hey yu lil fucker i textd yu","12"
"@Mennard time diff and i've just been wrapped up in day to day stuff so i havent been tweeting. talk soon,must sleep...up in 6hrs","10"
"@benballer  no way! damn that sucks B!  are you ok?","11"
"sucks not being able to take days off of work or have the money to take the trip  so sad","1"
"bed...sorta. today was good, sara has strep thought Angelina does to; i shared a water with her B4 they told me, i will prob get it to","4"
"@ramtops the recession. her hotel are restructuring how the accounts are done. adds a bit more pressure in the short term but we'll cope","4"
"@lostluna But I got dibs on Sulu...","7"
"@maternitytees Aww  Onward and upwards now, yay! Still sad to leave I bet.","9"
"@itsgabbith at once haha.  poor aby still gets sore!","10"
"diesel yaris... 70mpg  so sad its not available in the US. That'd be awesome.","10"
"I want to buy this great album but unfortunately i dont hav enuff funds  its &quot;long time noisy&quot;","4"
"@Pokinatcha  in all honesty...pain   blech.","10"
"Ok ... the passengers ... no one is alive ... they're all dead ... you just don't know it til the end ... then you cry ...","12"
"At home alone with not much to do","3"
"@DavidCookLove ia so much! i haven't really been happy with any of cooks choices for singles.","6"
"@vincew @stefanyngo  i fell asleep on the beach and didn't put on enough sunscreen  lol","9"
"So i think my son might have the flu cause I def. just cleaned up a stanky puke mess  Poor pumkpin","9"
"So great to see Oin &amp; Cynthia.  So happy.  Dinner was great, cute little place.  Too bad Oin got sick afterwards.","9"
"I cant give @jertronic any bday nudges.","4"
"...and all woman who transfer their first impressions (sexual/maternal) onto a less 'threatening' man -- are themselves as weak as 'Him'","12"
"Brothers Bloom won't be opening this weekend in El Paso.  I'll just buy Brick and enjoy that until I can watch Brothers Bloom.","9"
"says I miss plurking.  http://plurk.com/p/wxion","6"
"Bitten to blood by my cat, on my way for a rabies bacterin. Seems 7 shots for 2 months. Never wash my cats at home again, they hate water","7"
"I miss Voobys!","6"
"@Dancing_Monk Neither are ELP!!","3"
"@havingmysay  dude, that is my favorite sandwich place ever. ummm did you take PICTURES?","9"
"is sad that shin ae got married...and it wasn't to alex","1"
"@shondarhimes Sure you will tweet about this when you're back, but news is abuzz about TR Knight's leaving &quot;confirmed&quot; today.  Muy triste.","1"
"@RachelLock22 ohh thursday i have exams.. all day  what about wednesday ?","10"
"there was a mix up with my dentist appt this afternoon. so they rescheduled me for tomorrow @ 9am.","10"
"@gcrush @nopantsdance i was just thinking about how excited i am for you guys to move, but then i realized how sad i am to see you go.","4"
"goooood mooorning people... sun is out.. definitly spring now, we had our first spring hail storm, my car has dimples now..","9"
"@artfuldodga I love those 'it'sakey' USB sticks. We only have the 4GB in Australia","6"
"fresh prince and sleepy sleeps my nightly routine  gotta go to Dmv early tmrw","4"
"dammit! hulu desktop has totally screwed up my ability to talk to a particular port on one of our dev servers. so i can't watch and code","12"
"@emmarler i am jealous of your mom talking to @taylorswift13. i want to see you all our twittering is making me miss you","4"
"I can't sleep...I keep thinking about the puppy I played with today","6"
".. I'm suppposed to be sleep. But i got some much to do. &amp; i got that one part of the song stuck in my head &quot;your a jerk (iknow)&quot;  blaahh","10"
"@lepetitagneau what's going on sweetheart?","9"
"How can it be so freaking difficult to get a system-wide spellchecker? Shit, I'd settle for an office suite one. Stupid unhelpful Windows","9"
"Last one month due to summer, strawberry is not availble in the Chennai markets!","10"
"@willxxmobb work at 6am. Gotta go to bed soon","10"
"@RobertF3 correct! I ADORE him. I just plucked him up and put him under my arm cuz he was cryin.  All better now! Hahaha","11"
"@sweeetnspicy hiii im on my ipod...i cant fall asleep","4"
"dont wanna work 11-830 tomorrow  but i get paid","11"
"feels sad coz i wasnt able to play with the guys!!!  http://plurk.com/p/wxiux","1"
"PrinceCharming","3"
"@ cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher's life in the summer SUCKS","4"
"First ever dropped call on my mobile. On a call to @Telstra no less! ( being charged for data even though I have a data pack  )","4"
"@mrgenius23 You win ... SIGH Rakeem","1"
"Oh is that time for real?","5"
"Darn these allergies! I don't like this time of year because of this! I never used to have this problem either","4"
"Oh no one minute too late! Oh well","10"
"@soviet_star Damn, that sucks","10"
"@cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher's life in the summer SUCKS","10"
"@mileycyrus THIS WEBSITE GAVE ME A VIRUS! When i opened it more windows kept POPPING up","12"
"ahh! big scary bug flying around my room!!!!!","4"
"I wish she knew what she puts me through..She stole my heart, never gave it back..and occasionally she likes to be like look what I have!","9"
"is up with a nasty cough i cant be sick i have a huge weekend ahead of me","4"
"@justamedicine  That was stone cold   Crazy....  ?","5"
"i'm so tired","3"
"shift time  bbye biochem waaaaahhhhhh!! http://plurk.com/p/wxizo","5"
"@melbournegirl I'm sure some1 will cum out and play. I'm workin through til midnight.","10"
"@thecreativeone I second that. I wish it rained more where I am","10"
"@neesabear early happy day of birth in case I don't make it! Very tired from therapy today n just taking my medicine!  misshu! Love ya!","9"
"damn it were is Eric or anyone else when you need your hair to be played with","12"
"I'm feel deflated. Ugh. No more dog.","9"
"Allergies suck ducks nuts.     &lt;=====8@8=====&gt;","8"
"Well it almost was a good day... Guess I just retry tomorrow","10"
"@IamYeTe Waraku is tasteless and expensive! Portion is so little!!!!!  re: waraku","10"
"@freepbx sounds good. Appreciate the suggestion. Been a week now and we're still offline  Time to ask for a refund...","12"
"@poinktoinkdoink He died.  Wait, what about Magic Jack? I just read it.","4"
"@britblackbird  youstinkatrespondingtotexts!","10"
"wonders why her Karma points turned into 0.00.  http://plurk.com/p/wxj54","4"
"Need to pack for CALI CALI! Cannot waittt! Thinking a glass of wine is in order to celebrate my weekend vaca. Still work 2morrow, tho.","7"
"Is miserable  i feel like im gona cry  sux!","1"
"@megturney well I ran out of beer so I left. Not sure about the ETA. Waiting waiting waiting. Bleh  Gonna be a long nite methinks.","10"
"$#@! My nose stud fell out and I can't find it  Looks like I'll have to head into Amsterdam today and get a new one","6"
"claire @breakfastnt love the show, got into the office @ 5am and no radio","6"
"Pats in philly at 2 am. I love it. Mmm cheesesteak.  Miss my boyfriend   but I love vacation.","6"
"*sigh* I'm going to bed... I just don't feel right anymore...","1"
"What? I focused on Tom so much I didn't see my beloved Barack! Oh no! I must vote for both! Poor president only has 626 votes.","4"
"@jwillock EpiCentre Wheelock Place - tourists only..","3"
"Now I am depressed after watching so you think you can dance","1"
"Just cross 'cause I'm stuck twiddling my thumbs now, ugh","10"
"miss 16'th","3"
"@TheHarvardian I know. But like I said, I have no idea how long it takes for them to investigate this stuff.","4"
"I cant sleep, but im too sore to move","4"
"@LaFloozita http://twitpic.com/4phze - Awe! I miss my baby","9"
"@softtouchme just answered you- never learned how to write in French- just basic stuff-","3"
"what is it with chocolates? i just can never say no","9"
"Achieving a new appreciation on how a xml build script can really be painful and cumbersome","4"
"@ether_radio i'm too awake now  ill have a nap this afternoon","9"
"@omfgiselle i cant do anything","4"
"still needs another 6 hours of sleep","3"
"I'm at work","3"
"RIP leonardo. You were a great mini fiddler crab","6"
"Morning tweeple,way to early again","3"
"Last day working for the Uni today, sad times","1"
"@NisforNeemah thanks neemah. I'm gonna be soooo close to you and izzy, yet so far","10"
"My head hurts so bad I could scream!","1"
"i just go up and IM SO TIRED and my airmatras is broken somewhere and now im in even more pain","10"
"New work wellness challenge not going well.  I committed to not check email between 10 pm and 6 am.  Failed on first day.  Twice","4"
"New blog post: [Blog] auto insuran...: I just found that my auto insurance policy had been expired. ( I am too careless  ...) .. Meanw ...","4"
"where are all ma bestfriends at ? , MIA or wat ?","10"
"oh men!!!!!!......I really can't see my face........c'mon guys!!!","10"
"I'm showing my age. Renewed my tags last week, went down $20. Got my insurance renewal email today, went down $100. I don't wanna be old","4"
"my sole supporter is not my sole supporter","4"
"don't you hate it when you finish all your work and there's still 1.25 hours left of work time","12"
"@Emilyyy16 urgh stop it guys","12"
"is still missing her husband.    I really want him home.","9"
"I miss my puppy","9"
"2 days of this month left, and I only have 400MB left on my onpeak downloads.","4"
"@IdleThumbs Up is out?  I didn't get the memo   It looks amazing.","7"
"@nzdeany I've given up on pizza - kids would never let me have my fav  (the hot ones)","9"
"Up reading tabloids about other people's lives...thinking what I'm gonna do with mine when my baby leaves?","10"
"@BarbSchaefer yearling in pet home died... very sad for their whole family","1"
"fun in the sun hmmm hell no it's cold","3"
"I got a giant splinter stuck up underneath my finger nail today at Muppets...it hurt.  But I got to go to First Aid for the first time!","9"
"@heresmyhello92 We hate change, so of course. We're fans for life. &lt;3 Oh and if we haven't met Rob by then something went horribly wrong.","6"
"is feeling sad... for some reason..  http://plurk.com/p/wxji3","1"
"well fuck- this new pain med has an odd warning that actually applies to me. i can't take this. -chan is displeased.","11"
"just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad","1"
"@juneyee i don't think so.  I WANT DETAILS.","10"
"@jackgraycnn Hi...!!! Who is Mary Poppins???","10"
"@jaychuck Its so addicting, but its kind of a curse to do them at night time. Everytime i do one, i feel like making music afterwards","9"
"my last tweet didn't send  bad phone","9"
"@relly1  OMG Ur alive!!! LOL  2day has gone sooo slow  I'm going insane Grrr You doing anything tonight?","9"
"Have a headache  I'm going to bed. Goodnight!","1"
"@taxidermi  I was watching Parental Control","4"
"@JessiJaeJoplin did you get them from california vintage? ahahah they have the BEST dresses, i want them but i dont have ebay","9"
"I just saw pics from this past Thanksgiving and am sad because Grandma was in them.","1"
"@jertronic it wont let me","10"
"Took a shift tomorrow.    I don't really feel like working right now.","10"
"but now i have no money for a phone","1"
"Spent last night in A&amp;E (ER). Wife tangled wheels with Daughter &amp; hit the deck. Dislocation &amp; fracture resulted.","4"
"@TheLastDoctor 9 days  I'm about ready to visit Torchwood and see if they've heard anything","9"
"@Bern_morley where are you? In Bris? I can't hear any thunder","11"
"bec vs fat food   --- winner = fat food  but not this weeknend, ill beat it!","10"
"Too bad the Red Devils.. disappointing to say the least","9"
"I had a dream about a pretty pretty beach and there was no beach when I woke up","3"
"@xdjio Have a 3ware 9650SE, not fast enough for 3x X25-M SSD RAID5. 800Mhz IOP on the HPT. Might try an Adaptec 5405 (1.2Ghz).","4"
"when da heck will the garage man get here I ask you.. WHEN..","12"
"Ate Mandy, please forgive me. I really am sorry. I don't wanna lose my Bff","9"
"@melluffsyew Umm yeah. That's probably a pretty good note to self because eeeeeewwwwwwww.","10"
"why are plane tickets so expensive","10"
"(@wendyisastar) @melluffsyew Umm yeah. That's probably a pretty good note to self because eeeeeewwwwwwww.","10"
"Needs a job BADLY!!!","12"
"@AlexanderGWhite daaammmnnnnn I do wish I was there.","9"
"Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #fb","3"
"@yuki_hime I played up until the latter parts of the voodoo village part co-op until I lost my usual partner","3"
"@DymeDiva23 Nite. Now I'm up n bored as opposed to almost sleep frm b 4","10"
"is a bad friend","4"
"@rlcpbiatch happy birthdayyy! hope you have an awesome day. didn't see you at next last night!","9"
"@SparkDawgMusic im doing that shit right now ... im on vacation and you got me workin","4"
"@aiderushton ill be over in an oir","3"
"@only1kcj guess its a no go girlie. I'm still at the gym and work at 6:30am","9"
"would wish the severe migrains would stop!!! doc's prescriptions arent working","4"
"@bobbyedner i missed the game","9"
"@moggy99 No internet last night; ER was brill, there was a massive explosion at the end of a nearby gas works ER on standby","9"
"@tiffalo cuz airlines are super lame.","9"
"@lenje - Still a pity it comes with no lamb though","4"
"@bloomsday16  I'm sorry to hear that. Here is my optimist: Things will get better. For all of us.","9"
"is done painting all the bedroom furniture, I still have to do the table but it will wait until after the move. Uggh moving in the heat","4"
"I'm so very tired...and have insomnia.","1"
"@juiceegapeach A hungry fool. Ill probably never see that Krispy Kreme again. Had to enjoy it. They closing down","9"
"@yelgiuQnayR airport? and you didnt show up tonight homo!","10"
"I hate Bakersfield and I hate the Ports, let me go home already.  I want to start my vacation.","8"
"@MrRathbone what about me","3"
"Looking for desktop twitter app that will actually let you access URLs, any suggestions? I liked Twittle but no linking","4"
"people in my house do not know how to close doors","3"
"Why am I completing facebook quizzes at this time of the morning... especially a friday morning","10"
"out with @lizzziemonster &amp; @jamiejamess i am soooo hungry","9"
"@munchkinhugs I don't like the possibility of the left side of my brain hurting because of the thing called a VP shunt and possible death","4"
"Had to cancel wow for now","9"
"wants to make a music profile but i don't have money i don't know how to write music i don't know how to play an instrument and no studio","3"
"@fairyfroggie But yeah...I'm sad about my &quot;Ravenclaw&quot; account. I love that account to bits.","1"
"It's 1:15 AM, and I hear a helicopter flying over my house. That's kind of weird. In other news, my headache is back. BOOOOO.","10"
"@__sugar oh no  i am always here ;) &lt;3","6"
"back from school. Ms Suhana's last day as our FT  OCU was okay. I'm playing ALTNOY over and over again.","7"
"@ poll : was trying to get it to work in a powerpoint to no avail.","10"
"took a math test today. The day before the test, the teacher says bring your calculator. Luke was confident. Teacher decided no calcs.","3"
"omg, the concert was awesome, madrigals gave me chills on almost every piece...brooks also called up alumni, but i didnt get to go","7"
"@livestrongnj yeah, it's terrible  cockatoos are the hardest to live with, so emotional. good thing he found you, though!!","6"
"Up late with nothin 2 do.....","10"
"i think the vog is making me sicker than i think. feeling slightly achy","10"
"@TheTombert i was watching Harpers Island, lol... there was no vodka involved","9"
"i am doing homework it sux big time maths is the worst!!!!!!","9"
"@Nymo would have been better, IMO, if it let you play through all 3 songs provided. I just start to &quot;get it&quot; and it blacks out.","11"
"#3wordsaftersex it never started...","3"
"sometimes i wish things could go back to the way they were the beginning of last summer","1"
"I downloaded the new twitterfon update thinking they were fixing the typing problem for new tweets, but no, they didn't","4"
"@tarng Trudy's off Burnet...the one up north that no one goes to","3"
"@kateisbored I feel the same way, but I guess no matter where you are there will always be memes.","10"
"I Can`t do 30 minutes of Treadmill  but done 30 minutes for today already, gonna do 20 minutes more","9"
"i'm sooooooooooooo confused","10"
"With friends like VaikO,Nedumaran, LTTE didn't need enemies. Wrong advice at wrong time led to numerous deaths &amp; a lost cause as well","4"
"Work day 7 of 7,","3"
"Chillin with the roomies. Can't wait for the zombie CLWN CR. Its gonna be 6-8 weeks","9"
"I looove guitars, and playing them. I think they sound magnificent. If only i was better... If only","6"
"@SuperJerry No refunds but they do retrieve accounts, takes like a week. Just hoping the thief doesn't use hacks or then it's permaban","4"
"@mysticnz no im not  cries LOL","10"
"Cute Malay girl came to seemy room for rent - sadly think it was for her guyfreind   bit misleading and disappointing LOL","10"
"@Gurlstrange EpiCentre Wheelock Place, 250 units &amp; for tourists only. Starting today","9"
"I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.","8"
"Come on Knight... It's been well over 4 hours","10"
"not super keen on the drive home through the rain.. additional concentration required that i don't really wanna deal with","4"
"@FoxxFiles aw u can't let me in on the secret!","9"
"@freshypanda Im sorry  I don't think I stick out, at least compared to what I used to look like.","10"
"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ...","10"
"i HATE when i see pregnant women smokinggg!!!! its sooo irresponsible n selfish! its saaad. ultimately, the baby is the one who suffers.","8"
"Lies...lies...lies....you just cant avoid to lie about practically...EVERYTHING!","12"
"twittascope is NOT rocking my socks - go away already!!","11"
"Driving Back home because I forgot the piece of cake for @v_era","4"
"@seemouserun so I tried jumping without the trampoline and its like thud* thud*  shouldn't have eaten that cookie.  http://myloc.me/1XIz","10"
"Everytime I send an email to my coach, I feel a need to practice.   shitty balls.  Lol","9"
"It's pissing me off and not letting me follow ericka","12"
"Is going to sleep not peaceful  wanted to hear him say Good Night but that didn't happen  Good Night everyone....","9"
"my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.","4"
"@koifusionpdx i was so close to the tacos...one spot too late","9"
"@msz_rockstar umm how bout em?..aint get 2 see da game  but i see dey survived anotha game of da series due to notin but Lebron im guessin","9"
"is thinking so much and i'm at work","3"
"I have forgot the live with the Jonas Brothers on Facebook","4"
"I haven't seen Muffin in two whole days!","10"
"@YumiFujii i'll miss y'all back... give @LesleyBoudy my regards...","9"
"my gap year is going so quick","3"
"I have to admit, I'm a bit bummed out that I wasn't with my friends walking today....","1"
"@jennyvokals girl a blunt is soooooooo in my thoughts right now. I had an absolutly GREAT day with a few stressors...come home","9"
"my twitter has been hacked again","12"
"Just found mj mouse flats at DJs. Of course there are none left in my size","4"
"@passingcarss i wont have time to buy  and i need a new binder pa","4"
"@lanacaitlin  hahaha well its try its so ugly","9"
"25-man Ulduar is hard...","4"
"@jmoriarty I don't even want to know WHY you know about VHEMT, but don't go - we'd miss you","4"
"@OooChelcyooO That's awesome! We have that this weekend too but I can't go because I'm moving this Sat.  I should be a lot of fun though","9"
"night night twitter world. [still cant believe the thomas thing  tomorrow's gunna be FUN/SAD]","7
"
"@princess_oats this is happening to me too","10"
"@qi_tah oh no.  *hugs*","6"
"@oxygen8705 bored now because i was talking to someone but now they're busy with something else  just kinda a bummer, idk","10"
"@xoshayzers i knoww  things won't be the samee &lt;/3","9"
"OMG-ness it's 11:18 pm and I need to beup early to set up my garage sale it starts a 8am, wish I said 9am. I'm beat.","11"
"@vinylvickxen i kno i doooo!!!!!!!!!! yall partyin with out me","9"
"Okay, so twitter suddenly changed, how do I respond to messages now","4"
"ugh.. my dad just told me to read an article about Kavya Shivashankar the spellin bee girl..and be more like her.","10"
"Decided that no matter how good my hair looks curly it doesn't justify the burn I get from the curler! My hands covered  I suck at it!","10"
"Going to sleep. Gonna fall asleep playing apps again. Tmrw is going to suck","10"
"@ThaBillCollecta  YEA     I GOTTA BE UP AT 7:30","9"
"I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.","8"
"sprained my ankle  like really badly and tore some stuffs. it hurts! and its my birthday weekend","9"
"I can't believe the Metal Gear Solid song was stolen    I'm so disappointed  http://bit.ly/YKkSu","4"
"think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!","10"
"Not one sale done today at work. Explored balconies in the big theater w coworkers. A fun day, but void of chili fries and tips","7"
"@MacZombieRawr  I wish I had Left 4 Dead. But first I'd need something to play it on...","10"
"@sillybabyjulie me too","3"
"@digenis that story reminds of living in Portugal","3"
"@jhicks  youre diabetic?   so is my dad.  &amp; i might be too, not sure.  are you still allowed to eat sugar throughout the day?","11"
"I spilled my beer all over my leg. Wasted half my beer.  Home now. I met a cute girl. Good conversation.","9"
"my roommate @tess_tickle loves to ignore me","9"
"@SuperFiasco  I'll make him nachos tomorrow. Better than if he would have made them himself.","9"
"@MyDailyRoutine yeahhh. &amp;dont judge my pillow","3"
"Scary lightning and thunder  I'm glad it's over now. Going to sleep, I hope I'm not late to school tomorow again. Haha","10"
"my teeth and head hurts","10"
"I HATE rob zombie movies. &amp; the smell of weed. Vommmm.","8"
"@jcwentz Maths and Science were the strongest for me i think..dunno bout geography, only did like 1 day of study for 1/2 a year of work!","9"
"Waiting in line @ tryst","3"
"Hope I get a job cuz we need an apartment. I'm drunk &amp; miss my lil punkin  TEHE!!!","10"
"just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to beover","10"
"I need to be held...  Gnite.","9"
"Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents","9"
"no more arrested development. i am sad.","1"
"@Giggles_xo  wicked , what time you leaving? how come you cant stay the night","9"
"omg i keep losing followers this is so sad  i want 90 one day....thats my goal ;D","9"
"I feel so deflated. No more doggy.","9"
"@blood_rain i wanna see her hair  hows everyone?","3"
"I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8,000 pictures are GONE.","8"
"im contacting PAWS Philippines so i can find &quot;tiger&quot; a new owner. im so sad. i love my dog soo much","1"
"just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over","9"
"Aww...  Pray for the arroyo family everyone!","6"
"@the_babsi there's a manual process... but it's taking 4ever on my outlook database... pffff. crappy msft product","9"
"Fuuudge. Movie store is closed","3"
"ALO is so sad and quiet and empty tonight","1"
"@meganmansyn Hahahaha! It's not horrible, if others were singing with I'm sure it could work. I wish I could afford my own drum set","9"
"@wuzzyangel You never answered your DM I sent you....   I need your info...","11"
"Am trying to get through the pilot of the first season of friday night lights. Oh gosh  Pass the tissue...","1"
"@Mona26 Aw where are you headed to? i just cancelled my trip to Aussie","4"
"I have cystic lacrimal infectection?? my eye and face are swollen and it hurts!!","12"
"@jose3030 I didn't think anyone caught that","10"
"I need to be sleeping.. But i'm not even tired..","10"
"0","3"
"OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE","10"
"lyin in bed, up faaaaar too early","3"
"Sad that Christian Lacroix had to file bankruptcy","1"
"I dont feel good AT ALL. fuckkk","12"
"why did i agree to work a double shift","9"
"looks like i'll never go to the zoo","10"
"@djvinceadams Ohh poor girl  I'll email her... I am relying on you being here in October Mr!!","9"
"When will Medhurst play again?","3"
"@Moss1982 bad times?","4"
"aarrgghh - fu*k.....a hose has leaked water all over the new floating floor","12"
"Have to go to the dreaded DMV tomorrow","4"
"@duncm I'm a bit Ben's Thai-ed out","10"
"english class! working on interactive orals","3"
"@SharonHayes Thank you for the rec but that doesn't work","10"
"@dmoneymania  I'm sorry. Excited for tomorrow night? Karaoke!! Getting anything special for bday?","9"
"My puppy Gizmo h8s me..  haha. He still growls @ me.  I always look back @ my long pruple scar on my fingie","12"
"I don't know how ima work out tomorrow wit my body dis sore  ugh","4"
"in 7-11  w/o you","3"
"@becjee Yeah, plus it's just a little too far to walk to Pinocchio's for sushi","9"
"I'm feeling this pressure in my head that always kicks in just before a nasty headache. I'm not looking forward to this.","10"
"Taylor Swift and Joe Jonas looked really good together. I'm kinda sad they broke up.","10"
"I'm suppose to turn in a sentence outline for my research paper within the hour online but my neck hurts.","4"
"Lady across the way had a miscarriage, say a prayer","4"
"God I just want to sleep.","1"
"@ksutt11 ohhhh thunderstorms...boo  why do they always have to make the power go out??","10"
"I feel so deflated. No more doggy.","9"
"Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes","4"
"RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE!  LIKE IN THE 80'S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK","9"
"is feeling bad  just got bad news about my Mum","1"
"@RealBlackWidow But but I dun wanna","10"
"@imjustlalayone damn girl I'm so down but ya gotta let me know so I can get my kit together &amp; I got a flyer  Any next weekend? I&quot;M DOWN!","9"
"@JustinOdom dbl booooooo for being sick, flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame  haha","9"
"@brettyrocks thats what i was thinking but the only time it's gonna be on is 1 am!","9"
"Peeps still here. Fun times. Gotta sleep tho. Work in the A.M. Some cool, hot chicks here. But none as cool as ____________. Missing her","7"
"don't feel like working  I think I tweet this too often!","10"
"feels sick to my stomach and idkk whyy","10"
"vineri...nimic special sau probabil un alt weekend pierdut...","10"
"Counting the hours of lost sunshine until the Weekend","4"
"@justintevya - dude i just saw your SF pics. looks like your mini excursion was pretty kick ass! didn't see any sun while i was there tho","9"
"is home.  safely... but hungry","9"
"@hello_jodie Um, I was thrown from @JareWolf's van yesterday and had to be taken to the ER","12"
"got to final table, but....went out third.  Don't think I'll be getting my free seat","4"
"good morning work this morning gutted lol nevermind","10"
"I have to work in the morning while my friends get to party it up.....stupid bberry lite flashing red and I have no messages!","10"
"FB is boring   and i wanna sing RIGHT NOW..! *-*","10"
"@judyrey  The link doesn't work","4"
"@Deedubau hahaha I don't know anyone or anything about it except they have powers lol... I live in my own bubble","7"
"The humpalow um ya I think so... Cell is dying","12"
"Last day at work...Sick to the bone","1"
"i feel like I'm on house arrest.","10"
"love is like a war,,easy to begin, hard to end..fiuuhh...","6"
"@heavenjones ur supposed to be in BK tho","4"
"@cosmiclagoon Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers? It is very sad","1"
"Oh no!  Nighty night.","1"
"@celldweller Must... have... new music... I won't sleep until you give us Chapter 1... I might die first though...  Hurry!","11"
"my stupid tooooth hurts","10"
"@neyoofficial: love the song &quot;together&quot;. that's &quot;his&quot; song for me...well i think it's still is","6"
"Ready To Go @ School","4"
"@turnitgrey my computers broken and I broke my laptop so I had to use the phone  ahh still on he cause they fucked up my order.","10"
"@Richard_Gable It's good isn't it! Our holiday chalet is out of sight but look v similar to those ones. Going home again today","9"
"It's a sad economy. Just heard of another friend losing their job.  so sad. But just a reminder that...","1"
"@jarekpastor I'm just starting to feel really panicky and anxious that something bad has happened cos it seems like it's been ages","4"
"my dog ran awayyy","10"
"@all_is_one84 Those suck so bad.","10"
