"@SuperJerry No refunds but they do retrieve accounts, takes like a week. Just hoping the thief doesn't use hacks or then it's permaban","permanently banned"
"@mysticnz no im not  cries LOL","i detected a hint of surprise!"
"Cute Malay girl came to seemy room for rent - sadly think it was for her guyfreind   bit misleading and disappointing LOL","fun"
"@Gurlstrange EpiCentre Wheelock Place, 250 units &amp; for tourists only. Starting today","fun"
"I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.","hate"
"Come on Knight... It's been well over 4 hours","relief"
"not super keen on the drive home through the rain.. additional concentration required that i don't really wanna deal with","concern"
"@FoxxFiles aw u can't let me in on the secret!","surprise"
"@freshypanda Im sorry  I don't think I stick out, at least compared to what I used to look like.","sadness"
"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ...","crushed"
"i HATE when i see pregnant women smokinggg!!!! its sooo irresponsible n selfish! its saaad. ultimately, the baby is the one who suffers.","anger"
"Lies...lies...lies....you just cant avoid to lie about practically...EVERYTHING!","lie"
"twittascope is NOT rocking my socks - go away already!!","relief"
"Driving Back home because I forgot the piece of cake for @v_era","fun"
"@seemouserun so I tried jumping without the trampoline and its like thud* thud*  shouldn't have eaten that cookie.  http://myloc.me/1XIz","boredom"
"Everytime I send an email to my coach, I feel a need to practice.   shitty balls.  Lol","practice"
"It's pissing me off and not letting me follow ericka","anger"
"Is going to sleep not peaceful  wanted to hear him say Good Night but that didn't happen  Good Night everyone....","good night"
"my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.","happiness"
"@koifusionpdx i was so close to the tacos...one spot too late","fun"
"@msz_rockstar umm how bout em?..aint get 2 see da game  but i see dey survived anotha game of da series due to notin but Lebron im guessin","i would say: worry"
"is thinking so much and i'm at work","boredom"
"I have forgot the live with the Jonas Brothers on Facebook","neutral"
"I haven't seen Muffin in two whole days!","hunger"
"@YumiFujii i'll miss y'all back... give @LesleyBoudy my regards...","love"
"my gap year is going so quick","happiness"
"I have to admit, I'm a bit bummed out that I wasn't with my friends walking today....","bummer"
"@jennyvokals girl a blunt is soooooooo in my thoughts right now. I had an absolutly GREAT day with a few stressors...come home","relief"
"my twitter has been hacked again","boredom"
"Just found mj mouse flats at DJs. Of course there are none left in my size","fun"
"@passingcarss i wont have time to buy  and i need a new binder pa","bored"
"@lanacaitlin  hahaha well its try its so ugly","fun"
"25-man Ulduar is hard...","happiness"
"@jmoriarty I don't even want to know WHY you know about VHEMT, but don't go - we'd miss you","relief"
"@OooChelcyooO That's awesome! We have that this weekend too but I can't go because I'm moving this Sat.  I should be a lot of fun though","fun"
"night night twitter world. [still cant believe the thomas thing  tomorrow's gunna be FUN/SAD]","fun"
"@princess_oats this is happening to me too","boredom"
"@qi_tah oh no.  *hugs*","love"
"@oxygen8705 bored now because i was talking to someone but now they're busy with something else  just kinda a bummer, idk","bored"
"@xoshayzers i knoww  things won't be the samee &lt;/3","happiness"
"OMG-ness it's 11:18 pm and I need to beup early to set up my garage sale it starts a 8am, wish I said 9am. I'm beat.","anger"
"@vinylvickxen i kno i doooo!!!!!!!!!! yall partyin with out me","surprise"
"Okay, so twitter suddenly changed, how do I respond to messages now","neutral"
"ugh.. my dad just told me to read an article about Kavya Shivashankar the spellin bee girl..and be more like her.","i think i can detect a strong emotion in"
"Decided that no matter how good my hair looks curly it doesn't justify the burn I get from the curler! My hands covered  I suck at it!","curly"
"Going to sleep. Gonna fall asleep playing apps again. Tmrw is going to suck","worry"
"@ThaBillCollecta  YEA     I GOTTA BE UP AT 7:30","up"
"I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.","hate"
"sprained my ankle  like really badly and tore some stuffs. it hurts! and its my birthday weekend","hurt"
"I can't believe the Metal Gear Solid song was stolen    I'm so disappointed  http://bit.ly/YKkSu","disappointed"
"think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!","anger"
"Not one sale done today at work. Explored balconies in the big theater w coworkers. A fun day, but void of chili fries and tips","fun"
"@MacZombieRawr  I wish I had Left 4 Dead. But first I'd need something to play it on...","fun"
"@sillybabyjulie me too","fun"
"@digenis that story reminds of living in Portugal","neutral"
"@jhicks  youre diabetic?   so is my dad.  &amp; i might be too, not sure.  are you still allowed to eat sugar throughout the day?","relief"
"I spilled my beer all over my leg. Wasted half my beer.  Home now. I met a cute girl. Good conversation.","relief"
"my roommate @tess_tickle loves to ignore me","hate"
"@SuperFiasco  I'll make him nachos tomorrow. Better than if he would have made them himself.","fun"
"@MyDailyRoutine yeahhh. &amp;dont judge my pillow","happiness"
"Scary lightning and thunder  I'm glad it's over now. Going to sleep, I hope I'm not late to school tomorow again. Haha","happiness"
"my teeth and head hurts","pain"
"I HATE rob zombie movies. &amp; the smell of weed. Vommmm.","anger"
"@jcwentz Maths and Science were the strongest for me i think..dunno bout geography, only did like 1 day of study for 1/2 a year of work!","i detect: neutral"
"Waiting in line @ tryst","waiting"
"Hope I get a job cuz we need an apartment. I'm drunk &amp; miss my lil punkin  TEHE!!!","tehe"
"just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to beover","relief"
"I need to be held...  Gnite.","love"
"Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents","relief"
"no more arrested development. i am sad.","sadness"
"@Giggles_xo  wicked , what time you leaving? how come you cant stay the night","fun"
"omg i keep losing followers this is so sad  i want 90 one day....thats my goal ;D","sadness"
"I feel so deflated. No more doggy.","deflated"
"@blood_rain i wanna see her hair  hows everyone?","happiness"
"I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8,000 pictures are GONE.","hate"
"im contacting PAWS Philippines so i can find &quot;tiger&quot; a new owner. im so sad. i love my dog soo much","sad"
"just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over","relief"
"Aww...  Pray for the arroyo family everyone!","prayer"
"@the_babsi there's a manual process... but it's taking 4ever on my outlook database... pffff. crappy msft product","i would select: worry"
"Fuuudge. Movie store is closed","boredom"
"ALO is so sad and quiet and empty tonight","sad"
"@meganmansyn Hahahaha! It's not horrible, if others were singing with I'm sure it could work. I wish I could afford my own drum set","i detected a strong sense of happiness and amusement"
"@wuzzyangel You never answered your DM I sent you....   I need your info...","i cannot respond to a non-existent message."
"Am trying to get through the pilot of the first season of friday night lights. Oh gosh  Pass the tissue...","relief"
"@Mona26 Aw where are you headed to? i just cancelled my trip to Aussie","neutral"
"I have cystic lacrimal infectection?? my eye and face are swollen and it hurts!!","i'm so sorry to hear that you're"
"@jose3030 I didn't think anyone caught that","neutral"
"I need to be sleeping.. But i'm not even tired..","happiness"
"0","neutral"
"OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE","neutral"
"lyin in bed, up faaaaar too early","happiness"
"Sad that Christian Lacroix had to file bankruptcy","sad"
"I dont feel good AT ALL. fuckkk","neutral"
"why did i agree to work a double shift","neutral"
"looks like i'll never go to the zoo","boredom"
"@djvinceadams Ohh poor girl  I'll email her... I am relying on you being here in October Mr!!","i detect a sense of worry and concern for"
"When will Medhurst play again?","i couldn't find any information on a person"
"@Moss1982 bad times?","boredom"
"aarrgghh - fu*k.....a hose has leaked water all over the new floating floor","anger"
"Have to go to the dreaded DMV tomorrow","boredom"
"@duncm I'm a bit Ben's Thai-ed out","bored"
"english class! working on interactive orals","i'm ready to help with your english class"
"@SharonHayes Thank you for the rec but that doesn't work","i made a mistake by not providing an option"
"@dmoneymania  I'm sorry. Excited for tomorrow night? Karaoke!! Getting anything special for bday?","happiness"
"My puppy Gizmo h8s me..  haha. He still growls @ me.  I always look back @ my long pruple scar on my fingie","hate"
"I don't know how ima work out tomorrow wit my body dis sore  ugh","sore"
"in 7-11  w/o you","relief"
"@becjee Yeah, plus it's just a little too far to walk to Pinocchio's for sushi","neutral"
"I'm feeling this pressure in my head that always kicks in just before a nasty headache. I'm not looking forward to this.","pressure"
"Taylor Swift and Joe Jonas looked really good together. I'm kinda sad they broke up.","sad"
"I'm suppose to turn in a sentence outline for my research paper within the hour online but my neck hurts.","neck pain"
"Lady across the way had a miscarriage, say a prayer","sadness"
"God I just want to sleep.","relief"
"@ksutt11 ohhhh thunderstorms...boo  why do they always have to make the power go out??","relief"
"I feel so deflated. No more doggy.","deflated"
"Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes","relief"
"RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE!  LIKE IN THE 80'S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK","fun"
"is feeling bad  just got bad news about my Mum","neutral"
"@RealBlackWidow But but I dun wanna","i detected a negative emotion in your message!"
"@imjustlalayone damn girl I'm so down but ya gotta let me know so I can get my kit together &amp; I got a flyer  Any next weekend? I&quot;M DOWN!","i detect: enthusiasm"
"@JustinOdom dbl booooooo for being sick, flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame  haha","fun"
